ESS_LIVE,12/07/2015,0.5054,2202
ESS_LIVE,03/20/2017,0.3298,1889
EVS_NEIGH,05/31/1981,0.1292,1167
EVS_NEIGH,09/30/1990,0.1177,1439
EVS_NEIGH,03/31/1998,0.1146,1093
EVS_NEIGH,11/30/1999,0.1676,1000
EVS_NEIGH,12/18/2005,0.1416,1041
EVS_NEIGH,03/13/2010,0.5916,1523
EVS_PRIORITY,09/30/1990,0.5341,1484
EVS_PRIORITY,03/31/1998,0.5662,1093
EVS_PRIORITY,11/30/1999,0.6441,1000
EVS_PRIORITY,12/18/2005,0.5923,1039
EVS_PRIORITY,03/13/2010,0.7277,1549
